url,keyword,geo
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=US&q=Netflix&hl=en,Netflix,US
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=UM&q=Netflix&hl=en,Netflix,UM
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=UY&q=Netflix&hl=en,Netflix,UY
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=UZ&q=Netflix&hl=en,Netflix,UZ
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=VU&q=Netflix&hl=en,Netflix,VU
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=VE&q=Netflix&hl=en,Netflix,VE
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=VN&q=Netflix&hl=en,Netflix,VN
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=VG&q=Netflix&hl=en,Netflix,VG
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=VI&q=Netflix&hl=en,Netflix,VI
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=WF&q=Netflix&hl=en,Netflix,WF
